"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.285868125E0,2.682463825E-2,-5.071074516E-2,8.168705106E-1,8.188825141E-1
1.295836125E0,2.538919449E-2,-5.480535328E-2,8.220444918E-1,8.242605076E-1
1.305804125E0,2.272148058E-2,-5.670568347E-2,8.298612237E-1,8.321066343E-1
1.315772125E0,2.091399208E-2,-5.507023633E-2,8.310772181E-1,8.331623301E-1
1.325740125E0,2.122498304E-2,-5.966814235E-2,8.357057571E-1,8.381019626E-1
1.335708125E0,2.277041599E-2,-6.050517410E-2,8.411911726E-1,8.436717115E-1
1.345676125E0,1.605885848E-2,-6.346075237E-2,8.458213210E-1,8.483506711E-1
1.355644125E0,1.933268085E-2,-6.214088947E-2,8.525044918E-1,8.549848836E-1
1.365612125E0,2.307386883E-2,-6.553161144E-2,8.548985720E-1,8.577169486E-1
1.375580125E0,2.658711001E-2,-5.982871354E-2,8.615668416E-1,8.640507924E-1
1.385548125E0,2.461170778E-2,-5.760124326E-2,8.656142354E-1,8.678776664E-1
1.395515125E0,2.393233590E-2,-6.331931800E-2,8.682097793E-1,8.708445978E-1
1.405483125E0,1.962479204E-2,-6.726948917E-2,8.741698265E-1,8.769738891E-1
1.415451125E0,2.021761239E-2,-6.771024317E-2,8.787126541E-1,8.815494072E-1
1.425419125E0,1.680832170E-2,-7.314981520E-2,8.829960227E-1,8.861802250E-1
1.435387125E0,1.419096626E-2,-7.612642646E-2,8.903881311E-1,8.937492044E-1
1.445355125E0,1.499245502E-2,-8.337590843E-2,8.976581097E-1,9.016464926E-1
1.455323125E0,1.404703315E-2,-9.097949415E-2,9.040387869E-1,9.087137699E-1
1.465291125E0,1.696235314E-2,-9.566140175E-2,9.080092311E-1,9.131919781E-1
1.475259125E0,2.042659372E-2,-1.003861129E-1,9.144673944E-1,9.201876074E-1
1.485227125E0,2.248980664E-2,-1.007163003E-1,9.200264812E-1,9.257960308E-1
1.495195125E0,2.429729514E-2,-9.424562007E-2,9.279701710E-1,9.330601447E-1
1.505163125E0,2.261546254E-2,-9.205105156E-2,9.327070117E-1,9.375111866E-1
1.515131125E0,2.508314699E-2,-8.787760884E-2,9.450137019E-1,9.494222112E-1
1.525099125E0,2.069626004E-2,-8.041650057E-2,9.512042403E-1,9.548217926E-1
1.535067125E0,2.457169071E-2,-7.183793187E-2,9.609838724E-1,9.639784538E-1
1.545035125E0,3.131093457E-2,-5.962190777E-2,9.700044394E-1,9.723393229E-1
1.555003125E0,3.333839774E-2,-5.883547664E-2,9.807300568E-1,9.830587502E-1
1.564971125E0,3.984547779E-2,-5.622791871E-2,9.855592251E-1,9.879657014E-1
1.574939125E0,3.409278393E-2,-5.932171270E-2,9.932006598E-1,9.955545862E-1
1.584907125E0,3.464813903E-2,-5.970553309E-2,9.962937832E-1,9.986824053E-1
1.594875125E0,3.170081973E-2,-6.420574337E-2,9.992587566E-1,1.001821033E0
1.604843125E0,2.717987821E-2,-7.141485065E-2,1.001891375E0,1.004801052E0
1.614811125E0,2.367942035E-2,-8.013217151E-2,1.007410765E0,1.010870085E0
1.624779125E0,2.560787648E-2,-7.860960066E-2,1.015709877E0,1.019069079E0
1.634747125E0,2.558364160E-2,-7.680264860E-2,1.020340323E0,1.023546553E0
1.644715125E0,2.313858271E-2,-7.667720318E-2,1.027883053E0,1.030998719E0
1.654683125E0,2.587338351E-2,-7.813555002E-2,1.031215787E0,1.034495334E0
1.664651125E0,3.107093088E-2,-8.077198267E-2,1.038655043E0,1.042254198E0
1.674619125E0,3.829288855E-2,-6.455813348E-2,1.041538119E0,1.044239317E0
1.684587125E0,3.652421758E-2,-6.344736367E-2,1.047933340E0,1.050487445E0
1.694555125E0,3.808669373E-2,-6.232963502E-2,1.052246094E0,1.054778376E0
1.704522125E0,3.322449327E-2,-6.909349561E-2,1.056928754E0,1.059705699E0
1.714490125E0,3.327189758E-2,-6.681968272E-2,1.061326981E0,1.063948706E0
1.724458125E0,3.083675168E-2,-7.360802591E-2,1.063642740E0,1.066632517E0
1.734426125E0,3.055126220E-2,-7.350070029E-2,1.067326188E0,1.070290112E0
1.744394125E0,2.589408867E-2,-7.958027720E-2,1.071026325E0,1.074290889E0
1.754362125E0,2.859906107E-2,-8.461178839E-2,1.077583909E0,1.081278938E0
1.764330125E0,3.236687556E-2,-7.852768898E-2,1.075872540E0,1.079220059E0
1.774298125E0,3.191973269E-2,-7.849679142E-2,1.078966618E0,1.082289045E0
1.784266125E0,3.560380265E-2,-7.529433072E-2,1.086033702E0,1.089222690E0
1.794234125E0,3.170706332E-2,-7.286659628E-2,1.088827372E0,1.091723373E0
1.804202125E0,3.379885852E-2,-7.699769735E-2,1.095617771E0,1.098839983E0
1.814170125E0,3.438288718E-2,-7.742699981E-2,1.101741433E0,1.104993805E0
1.824138125E0,3.539775684E-2,-6.985728443E-2,1.103180408E0,1.105956624E0
1.834106125E0,3.607047349E-2,-7.165411860E-2,1.106016874E0,1.108922323E0
1.844074125E0,3.459627181E-2,-7.568818331E-2,1.111255527E0,1.114367286E0
1.854042125E0,3.219303861E-2,-7.877132297E-2,1.113021493E0,1.116269751E0
1.864010125E0,3.307777643E-2,-7.692941278E-2,1.116134763E0,1.119271675E0
1.873978125E0,2.953177691E-2,-8.088341355E-2,1.121069670E0,1.124371583E0
1.883946125E0,3.278914094E-2,-8.067429811E-2,1.123666286E0,1.127035666E0
1.893914125E0,3.129138052E-2,-8.224156499E-2,1.128556609E0,1.131981822E0
1.903882125E0,3.390955925E-2,-7.861515880E-2,1.133389473E0,1.136618625E0
