"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.971439375E0,2.405570075E-2,6.899777055E-2,2.148655653E0,2.149897785E0
2.981479375E0,3.801172972E-2,6.904305518E-2,2.168849945E0,2.170281530E0
2.991520375E0,5.836513638E-2,7.193597406E-2,2.190637350E0,2.192595100E0
3.001560375E0,6.976000220E-2,6.891222298E-2,2.210593939E0,2.212767705E0
3.011600375E0,8.673435450E-2,6.871797144E-2,2.227914095E0,2.230660490E0
3.021640375E0,8.130523562E-2,6.365875900E-2,2.239368200E0,2.241747737E0
3.031650375E0,8.170320094E-2,6.895981729E-2,2.249348402E0,2.251887898E0
3.041691375E0,7.867278904E-2,7.662599534E-2,2.253233910E0,2.255908687E0
3.051731375E0,6.823343784E-2,7.316125929E-2,2.258365154E0,2.260579913E0
3.061771375E0,5.412134528E-2,7.843058556E-2,2.263477564E0,2.265482544E0
3.071811375E0,4.185717925E-2,7.598815113E-2,2.264329910E0,2.265991210E0
3.081852375E0,3.277792782E-2,6.595895439E-2,2.266865969E0,2.268062234E0
3.091892375E0,1.472139172E-2,6.083951145E-2,2.271118164E0,2.271980607E0
