0.033333,-24959,5328.7,3841.1
0.066667,-25096,5431.2,3742
0.1,-25000,5432.1,3811.2
0.13333,-24969,5420.9,3682
0.16667,-24684,5581.6,3771.8
0.2,-25053,5424.8,3500.4
0.23333,-25078,5799,3763.6
0.26667,-25073,5696.1,3646
0.3,-24944,5645.2,3587.9
0.33333,-24979,5661.6,3582.6
0.36667,-24957,5801.2,3534.7
0.4,-24912,5772.6,3606.9
0.43333,-24821,5526.6,3485.1
0.46667,-24951,5812.1,3256.4
0.5,-24994,5614.4,3424.3
0.53333,-24741,5697.7,3441
0.56667,-25005,5772.1,3445
0.6,-25088,5865.7,3380.2
0.63333,-24899,5910.1,3343.3
0.66667,-24763,5818.9,3434.1
0.7,-24968,5899.8,3233.8
0.73333,-24883,5867.4,3300
0.76667,-24805,6008,3285.2
0.8,-24802,5760.9,3279.7
0.83333,-24797,5937.6,3355.7
0.86667,-24926,6055.7,3196.3
0.9,-24864,5850,3135.7
0.93333,-24874,6128.9,3206
0.96667,-25000,6018.3,3292.6
1,-24855,6045.1,3000.9
1.0333,-24846,6034.8,3205.7
1.0667,-24847,6261.2,3085.4
1.1,-25004,6041.8,2943.8
1.1333,-24875,5851.2,2955.1
1.1667,-24695,6402.2,3054.2
1.2,-24916,6064.9,3037.4
1.2333,-24909,6274.2,3138.9
1.2667,-24834,6171.4,2992.3
1.3,-24830,6342,2827.6
1.3333,-24723,6319.8,2819.2
1.3667,-24975,6136.5,3169.4
1.4,-24764,6305,2896.4
1.4333,-24750,6530.2,3043.2
1.4667,-24745,6305,2925.7
1.5,-24823,6352.6,2900.5
1.5333,-24526,6499.9,2823.3
1.5667,-24823,6399.8,2828
1.6,-24524,6356.8,2759.6
1.6333,-24849,6398.5,2730.9
1.6667,-24845,6612,2840
1.7,-24691,6424.8,2574.5
1.7333,-24921,6578.9,2733.7
1.7667,-24678,6516.3,2683.9
1.8,-24724,6537.4,2474.4
1.8333,-24722,6580.8,2628.5
1.8667,-24828,6623.9,2479.8
1.9,-24790,6502.9,2482.5
1.9333,-24736,6682.2,2621.8
1.9667,-24634,6748.4,2435.5
2,-24650,6941.9,2467.2
2.0333,-24668,6823.7,2316.6
2.0667,-24728,6705,2368
2.1,-24872,6790.5,2312.2
2.1333,-24751,6925.5,2387.5
2.1667,-24672,6949.1,2310.7
2.2,-24906,6922.2,2295.4
2.2333,-24675,6861.9,2283.7
2.2667,-24645,6927.8,2259.3
2.3,-24754,6798.5,2163.4
2.3333,-24667,6913.9,2195.6
2.3667,-24584,6896,2081.1
2.4,-24739,7009.7,2072.9
2.4333,-24645,7135.8,2148.5
2.4667,-24781,7038.8,2104.1
2.5,-24590,7041.9,1952.3
2.5333,-24745,7132,1900.4
2.5667,-24745,7064.9,1999
2.6,-24665,6981.1,2062.9
2.6333,-24578,6978.7,1746.1
2.6667,-24555,7393.5,1828.7
2.7,-24791,7244.1,1954.5
2.7333,-24571,7189.6,1857
2.7667,-24611,7115.8,1979.2
2.8,-24728,7115.4,1776
2.8333,-24621,7337.4,1885.7
2.8667,-24721,7170.6,1425
2.9,-24652,7146.6,1745.6
2.9333,-24242,7438.6,1904.3
2.9667,-24574,7361.9,1525.1
